threshold,recall,fpr,grid_precision,prevalence_precision,tp,fp,n_pos,n_neg
-8.971499999999999,1.0,0.8928952991452992,0.04129624318898767,0.11066773077946263,576,13372,576,14976
-8.9665,1.0,0.8920940170940171,0.04133180252583238,0.11075612353567625,576,13360,576,14976
-8.961500000000001,1.0,0.8902243589743589,0.04141501294219154,0.11096292344625235,576,13332,576,14976
-8.9565,1.0,0.8890892094017094,0.04146569721402347,0.11108885773416116,576,13315,576,14976
-8.9515,1.0,0.8880208333333334,0.04151351351351351,0.11120764552562988,576,13299,576,14976
-8.9465,1.0,0.8870860042735043,0.041555443330207054,0.11131179343099874,576,13285,576,14976
-8.941500000000001,1.0,0.8865518162393162,0.04157944127625785,0.11137139415032461,576,13277,576,14976
-8.936499999999999,1.0,0.8863514957264957,0.0415884476534296,0.11139376087829696,576,13274,576,14976
-8.9315,1.0,0.8855502136752137,0.04162451221274751,0.11148331770065657,576,13262,576,14976
-8.9265,1.0,0.8853498931623932,0.041633538127936395,0.11150572941097635,576,13259,576,14976
-8.9215,1.0,0.8852831196581197,0.04163654763625849,0.11151320198364831,576,13258,576,14976
-8.9165,1.0,0.8851495726495726,0.04164256795835743,0.11152815013404828,576,13256,576,14976
-8.9115,1.0,0.8850827991452992,0.04164557877232304,0.1115356257121791,576,13255,576,14976
-8.904,1.0,0.8849492521367521,0.04165160170655868,0.11155057987531006,576,13253,576,14976
-8.8965,1.0,0.8847489316239316,0.04166063937509041,0.11157301864020383,576,13250,576,14976
-8.889,1.0,0.8846821581196581,0.04166365280289331,0.11158050023469458,576,13249,576,14976
-8.758,1.0,0.8846153846153846,0.041666666666666664,0.11158798283261805,576,13248,576,14976
-8.6265,1.0,0.8843482905982906,0.04167872648335745,0.11161792326267776,576,13244,576,14976
-8.616,1.0,0.8840811965811965,0.04169079328314997,0.1116478797638218,576,13240,576,14976
-8.6055,1.0,0.8839476495726496,0.04169682930360504,0.11166286404509462,576,13238,576,14976
-8.5945,1.0,0.8838141025641025,0.04170286707211121,0.1116778523489933,576,13236,576,14976
-8.584,1.0,0.883346688034188,0.041724013038754074,0.11173034311421474,576,13229,576,14976
-8.5735,1.0,0.8832131410256411,0.041730058682895026,0.11174534953999059,576,13227,576,14976
-8.5625,1.0,0.8830128205128205,0.04173913043478261,0.11176786673831275,576,13224,576,14976
-8.552,1.0,0.882278311965812,0.04177242729712089,0.11185050749479063,576,13213,576,14976
-8.5415,1.0,0.8818108974358975,0.04179364388332608,0.11190316072629455,576,13206,576,14976
-8.5305,1.0,0.8809428418803419,0.04183310334810081,0.11200107693343206,576,13193,576,14976
-8.52,1.0,0.8800080128205128,0.04187568157033806,0.11210671697096275,576,13179,576,14976
-8.5095,1.0,0.8792735042735043,0.04190919674039581,0.11218985976267531,576,13168,576,14976
-8.5025,1.0,0.8784722222222222,0.04194581998252257,0.11228070175438597,576,13156,576,14976
-8.497,1.0,0.8783386752136753,0.04195193008011653,0.11229585639087596,576,13154,576,14976
-8.488,1.0,0.8776709401709402,0.04198250728862974,0.11237169097784983,576,13144,576,14976
-8.4775,1.0,0.8773370726495726,0.04199781261392636,0.11240964669323786,576,13139,576,14976
-8.4665,1.0,0.8766025641025641,0.04203152364273205,0.11249323958896702,576,13128,576,14976
-8.456,1.0,0.8761351495726496,0.0420530043075126,0.11254649983090971,576,13121,576,14976
-8.4455,1.0,0.8753338675213675,0.04208987943003288,0.1126379205306979,576,13109,576,14976
-8.4345,1.0,0.8743322649572649,0.04213606437454279,0.11275240547499663,576,13094,576,14976
-8.4255,1.0,0.8739983974358975,0.04215148188803513,0.1127906188571816,576,13089,576,14976
-8.4205,1.0,0.8737313034188035,0.042163824024595564,0.11282120821750627,576,13085,576,14976
-8.413499999999999,1.0,0.8736645299145299,0.04216691068814055,0.11282885815025767,576,13084,576,14976
-8.404,1.0,0.8735977564102564,0.04216999780364595,0.11283650912049908,576,13083,576,14976
-8.3985,1.0,0.8734642094017094,0.04217617339093505,0.11285181417429638,576,13081,576,14976
-8.392,1.0,0.8731971153846154,0.04218852999340804,0.11288243674106234,576,13077,576,14976
-8.3825,1.0,0.8729967948717948,0.0421978021978022,0.11290541457456915,576,13074,576,14976
-8.3665,1.0,0.8727964743589743,0.04220707847878655,0.11292840176450629,576,13071,576,14976
-8.349499999999999,1.0,0.8727297008547008,0.04221017147882163,0.11293606624134656,576,13070,576,14976
-8.3385,1.0,0.8725961538461539,0.04221635883905013,0.11295139831658974,576,13068,576,14976
-8.328,1.0,0.8721287393162394,0.04223802889198504,0.11300509337860781,576,13061,576,14976
-8.317499999999999,1.0,0.8717948717948718,0.04225352112676056,0.11304347826086958,576,13056,576,14976
-8.311499999999999,1.0,0.8713942307692307,0.04227212681638045,0.11308957455484574,576,13050,576,14976
-8.306000000000001,1.0,0.8711271367521367,0.042284539715166644,0.1131203263086336,576,13046,576,14976
-8.296,1.0,0.8708600427350427,0.04229695990600676,0.11315109479124168,576,13042,576,14976
-8.29,1.0,0.8706597222222222,0.042306279838413514,0.11317418213969939,576,13039,576,14976
-8.2835,1.0,0.8703926282051282,0.04231871280581882,0.11320497993060753,576,13035,576,14976
-8.2775,1.0,0.8703258547008547,0.042321822189566496,0.11321268199755069,576,13034,576,14976
-8.273,1.0,0.8701923076923077,0.042328042328042326,0.11322808927599348,576,13032,576,14976
-8.268,1.0,0.8701255341880342,0.042331153082972,0.11323579448792108,576,13031,576,14976
-8.2605,1.0,0.8700587606837606,0.0423342642951639,0.11324350074860488,576,13030,576,14976
-8.2525,1.0,0.8698584401709402,0.0423436006763214,0.11326662582533524,576,13027,576,14976
-8.2495,1.0,0.8697248931623932,0.04234982721858687,0.11328204779086393,576,13025,576,14976
-8.245999999999999,1.0,0.8695913461538461,0.042356055592322965,0.11329747395656023,576,13023,576,14976
-8.2425,1.0,0.8691239316239316,0.04237786933490288,0.11335149863760219,576,13016,576,14976
-8.2365,1.0,0.8689903846153846,0.0423841059602649,0.11336694372530319,576,13014,576,14976
-8.2315,1.0,0.8688568376068376,0.042390344421548425,0.11338239302262197,576,13012,576,14976
-8.228,1.0,0.867988782051282,0.04243093922651934,0.11348291618359137,576,12999,576,14976
-8.224,1.0,0.8679220085470085,0.04243406512450273,0.11349065611785569,576,12998,576,14976
-8.2195,1.0,0.8678552350427351,0.042437191483091434,0.11349839710797353,576,12997,576,14976
-8.215,1.0,0.867721688034188,0.04244344558249208,0.11351388225663415,576,12995,576,14976
-8.211500000000001,1.0,0.8676549145299145,0.042446573323507736,0.11352162641560923,576,12994,576,14976
-8.2065,1.0,0.8668536324786325,0.04248414220386488,0.1136146388092312,576,12982,576,14976
-8.202,1.0,0.8667200854700855,0.04249041015048687,0.11363015569516526,576,12980,576,14976
-8.1985,1.0,0.8665197649572649,0.04249981553899505,0.11365343897274777,576,12977,576,14976
-8.196,1.0,0.866386217948718,0.04250608811157848,0.11366896645945762,576,12975,576,14976
-8.1905,1.0,0.8661858974358975,0.042515500442869794,0.11369226564635146,576,12972,576,14976
-8.182,1.0,0.8652510683760684,0.042559479828579876,0.11380112159759267,576,12958,576,14976
-8.1775,1.0,0.8649839743589743,0.042572062084257206,0.11383226159529347,576,12954,576,14976
-8.173,1.0,0.8644497863247863,0.04259724892767342,0.11389459274469542,576,12946,576,14976
